,tweets,clusterID
438,"RT @hardball: ""That is a guilty person trying to clean up. I don't see it as chaos, I see it as corruption."" @ericswalwell on Trump blastin…",10
439,"President Trump says the person behind the scheme to keep the USS McCain out of sight during his Japan visit was ""w… https://t.co/xxGhE7kJYJ",10
440,"RT @RichardEngel: A former senior US military official called this reported incident deeply serious, saying “this is an extremely dangerous…",10
441,".@MaddowBlog: Pres. Trump briefly admits to Russia ‘helping me to get elected.’
https://t.co/SCDLcwjcpN",10
442,Outrage against 'Saturday Night Live' over a joke about a former Navy SEAL's injury is growing as a new report reve… https://t.co/HRHrwPFrsM,10
443,RT @MeetThePress: WATCH: @amigoaguilar on the purpose of the Mueller report: “The investigation was about determining if there was wrongdoi…,10
444,"RT @11thHour: WATCH: Speaking yesterday, Mueller directly contradicted Atty. General Barr's comments on the Russia investigation. 
Learn mo…",10
445,RT @hardball: “The question we have to ask is would Donald Trump sell America’s secrets to protect his own secrets? I think it’s likely thi…,10
446,".@NicolleDWallace: “Robert Mueller speaks for the very first time since his appointment two years ago, and his mess… https://t.co/u1CcdMeNIL",10
447,"Greenpeace USA releases scorecard on climate policy for 2020 candidates on, giving Washington Gov. Inslee its highe… https://t.co/KUmPwrGcH3",10
448,RT @KellyO: Mississippi lost Thad Cochran today.  He won 7 Senate terms and led the powerful Approps committee before stepping down in 2018…,10
449,"RT @NBCPolitics: BREAKING: Former Mississippi Sen. Thad Cochran has died, a spokesperson says; he had resigned from the Senate in 2018 due…",10
450,"NEW: ""I personally felt he could’ve reached a decision,"" AG Barr tells CBS News on Special Counsel Mueller's decisi… https://t.co/rDmlzLgWyc",10
451,"Tens of thousands in center of Khartoum on Thursday, cheering and clapping in celebration as the military said it h… https://t.co/FbncutmEoA",10
452,"RT @NBCNews: BREAKING: Multiple injuries in shooting at a municipal center in Virginia Beach, police say; shooter in custody. https://t.co/…",10
453,"RT @NBCNews: BREAKING: Multiple injuries in shooting at a municipal center in Virginia Beach, police say; shooter in custody. https://t.co/…",10
454,"Man who set himself on fire near White House has died, police say. https://t.co/QaCas4Ij1I",10
455,.@MTPFirstRead: Russian interference is the red flag from Mueller that everyone is missing. https://t.co/f0D2pwJKS2,10
456,"President Trump says the person behind the scheme to keep the USS McCain out of sight during his Japan visit was ""w… https://t.co/9VymXNEmD4",10
457,".@MaddowBlog: Pres. Trump briefly admits to Russia ‘helping me to get elected.’
https://t.co/KX6kTY7FAf",10
458,Meghan McCain responds to a Wall Street Journal report that the USS John McCain was requested to be moved “out of s… https://t.co/hmeRDNmdkx,10
459,"RT @MSNBC: JUST IN: On USS John S. McCain incident, President Trump reiterates that he wasn’t a fan of the late John McCain, but he wasn’t…",10
460,RT @KellyO: President also responded “No” when asked if sailors on the McCain warship deserved an apology.  Note that he describes this han…,10
461,"JUST IN: On USS John S. McCain incident, President Trump reiterates that he wasn’t a fan of the late John McCain, b… https://t.co/5ID58nWRUE",10
462,"Breaking now on @MSNBC: President Trump responds to Mueller's public statement, and his tweet this morning that ""I… https://t.co/RzEtAXOFTb",10
463,"Fmr. FBI Deputy Dir. McCabe says on @Morning_Joe: ""What has been billed as no collusion, no obstruction, should pro… https://t.co/WmR6vENFFN",10
464,"Fmr. FBI Deputy Dir. McCabe says on @Morning_Joe: ""What has been billed as no collusion, no obstruction, should pro… https://t.co/JwR8vBO15a",10
465,"Fmr. FBI Deputy Dir. McCabe on Russia: ""Almost three years after this election, we are still talking about the poli… https://t.co/vAFDaOzsUH",10
466,"RT @Morning_Joe: 'Mueller would not have come out &amp; made statement he made yesterday, he would not have written the letter he sent to AG Ba…",10
467,"Mueller: ""We did not ... make a determination to whether the president did commit a crime,"" and charging the presid… https://t.co/yD6wxH4P3o",10
468,RT @Morning_Joe: Joining us now: Former acting FBI chief Andrew McCabe,10
469,RT @danielnorwick: Coming up: @Morning_Joe's exclusive interview with former acting FBI chief Andrew McCabe. His first reaction to Bob Muel…,10
470,"The person who wrote the special counsel’s rules, Neal Katyal, discusses how Fmr. Special Counsel Mueller handled h… https://t.co/xRhTglipzp",10
471,"RT @MaddowBlog: If you want to boil down the case for televised public hearings with Robert Mueller, even if he stays within the four corne…",10
472,"RT @11thHour: WATCH: @FrankFigliuzzi1 says that with his remarks this morning, Robert Mueller took control of the situation around him. 
Le…",10
473,RT @11thHour: We heard from a lot of people who worked with Robert Mueller here on @MSNBC today. Here's some of what they had to say about…,10
474,"RT @TheLastWord: Intel Chairman @RepAdamSchiff tells @Lawrence: Mueller ‘has one more duty,’ to testify https://t.co/zQIHKavgOq https://t.c…",10
475,"In mid-April, AG Barr gave his take on the Trump-Russia investigation. 

Concluding his work at DOJ, now-fmr. Speci… https://t.co/0JRKDO6WY2",10
476,"Fmr. special counsel Mueller contradicted AG Barr about Mueller's own report, particularly on Trump's potential obs… https://t.co/vORvrIR2Un",10
477,"John Hickenlooper, former Colorado governor and 2020 Democratic candidate for president, talks with @Maddow about t… https://t.co/4xtzsssGaz",10
478,"RT @Morning_Joe: ""At the end of his statement, we're left with this feeling: Why couldn't the public have heard Mueller's words first?"" --…",10
479,"In honor of Asian Pacific American Heritage Month, @MSNBC recognizes fmr. Hawaii Rep. Patsy Mink, a Japanese Americ… https://t.co/x2BxSG8btd",10
480,"RT @MaddowBlog: Imagine if, at the outset, Mueller had just said publicly what he finally was allowed to say publicly today about his inves…",10
481,"RT @Morning_Joe: ""You take the word impeachment, and you change it to 'criminal activity.'"" --@DonnyDeutsch has some thoughts for Democrats…",10
482,"46 Democrats and 1 Republican. 

The full list of House members who favor starting an impeachment inquiry against P… https://t.co/ad6y5w1Dpv",10
483,"RT @MaddowBlog: Maddow: The question now is, I think, no longer whether the Democrats will decide to open an impeachment inquiry. The quest…",10
484,"Montana Gov. Bullock: ""Congress certainly has its constitutional obligation of oversight, but the president actuall… https://t.co/vaDqPtxswJ",10
485,"RT @MSNBC: Booker: ""When you have a president that stonewalls congress, that refuses to allow people to testify, refuses to allow the relea…",10
486,"This week’s #TheOath with Chuck Rosenberg features Sally Yates.

Listen on @ApplePodcasts: https://t.co/eX4N3fNSp1 https://t.co/JP3VjhaFNZ",10
487,"This week’s #TheOath with Chuck Rosenberg features Sally Yates.

Listen on @ApplePodcasts: https://t.co/eX4N3fwhxt https://t.co/qElXMGCi7U",10
488,"""History is going to look back at this moment and what we choose to do,"" Sen. Booker tells @ChrislHayes, adding, ""I… https://t.co/gsr0bADvoo",10
489,"Beto O'Rourke: ""Act now, or lose our democracy forever... This moment demands more of us. We will be judged by how… https://t.co/6S2k7EZiS2",10
490,".@MaddowBlog: Kellyanne Conway reflects on ethics law: ‘Blah, blah, blah.'
https://t.co/AtXOUXgOxP",10
491,".@MaddowBlog: Kellyanne Conway reflects on ethics law: ‘Blah, blah, blah.'
https://t.co/bNQwIX0CTK",10
492,"As long as AG Barr doesn't perjure himself, ""he can mislead, he can spin the investigation,"" constitutional law pro… https://t.co/RDRJdMZgp4",10
493,"RT @11thHour: Mueller. Mueller. Mueller. And more Mueller.

We're live right now on @MSNBC. Join us!

#11MSNBC #11thHour https://t.co/P499K…",10
494,"RT @TheLastWord: .@RepAdamSchiff tells @Lawrence he still expects Mueller to testify, “Bob Mueller, as reluctant as he is to testify, has o…",10
495,RT @TheBeatWithAri: Vintage Mueller: the work speaks for itself https://t.co/NiLVFYgpVu,10
496,RT @hardball: Roy Moore was known long before the 2017 Senate race for his history of inflammatory comments. #Hardball https://t.co/2BslLNK…,10
497,"RT @hardball: Much of what Mueller said today also contradicted what the president has been telling us for the last two years. 🤔

#Hardball…",10
498,"RT @hardball: ""I tell the President bring it ... No one should be above the law. No one should sit there and become a king-like President.…",10
499,RT @11thHour: Haven't seen Mueller's full press conference on the Russia investigation from earlier today? We're showing it to you in its e…,10
500,"RT @hardball: ""I believe the President obstructed justice and I would vote to impeach. But I think at a minimum, we ought to start that inq…",10
501,"RT @hardball: MONDAY: Pete Buttigieg joins Hardball for a town hall live from @Fresno_State. 

Are you in the area and want to attend our e…",10
502,"In China, noodles and barbecue arrive within 30 minutes. The containers they come in could be around for hundreds o… https://t.co/a0Pis8eFxj",10
503,"RT @BBCBusiness: Could these reusable containers solve the plastic problem? ♻️

[Tap to expand] https://t.co/Wagy2BMIhv https://t.co/XeE7ue…",10
504,"RT @hardball: ""Out of the hundreds of pages in his report, to focus on the fact that we were attacked by the Russians and there was somebod…",10
505,"RT @AriMelber: Mueller found any evidence against a POTUS is for Congress to judge. 

That marks a shift from the legal phase to a more pub…",10
506,"RT @hardball: ""I think from the beginning, the Mueller report is an impeachment referral to the United States Congress."" 

@RashidaTlaib on…",10
507,"RT @hardball: ""For more than a year, I have been saying it's time for Congress to act and begin impeachment proceedings. I think Robert Mue…",10
508,RT @VelshiRuhle: #TaxCutTracker: Watch @AliVelshi break down who exactly is benefiting from President Trump’s tax cuts. https://t.co/WO0KlQ…,10
509,"Live now on @Maddow:

Fmr. Colorado Governor John Hickenlooper https://t.co/LCwfiobF7Y",10
510,"RT @MaddowBlog: Tonight, 9pm ET! 
Former Colorado Governor John Hickenlooper, 2020 Democratic candidate for president live, in-studio with…",10
511,"RT @TheBeatWithAri: ""I think it's a pretty devastating day for President Trump,"" fmr Acting Solicitor General @neal_katyal on #TheBeat http…",10
512,RT @11thHour: Tonight's #LastThingBeforeWeGo? The shocking reports of brutality for North Korean officials tied to Kim's summit with Trump.…,10
513,".@chucktodd: ""Special Counsel Mueller's statement today was an implicit rejection of Attorney General Barr's depict… https://t.co/dMKHBe5wmS",10
514,RT @DeadlineWH: “We can’t discuss going forward with the removal of a president without also wondering if we should remove this Attorney Ge…,10
515,"RT @MeetThePress: .@ericswalwell said he believes AG Barr intentionally misled Congress. ""We should move to impeach him. I see him as a fro…",10
516,"Fmr. FBI General Counsel James Baker says on @DeadlineWH: “[Mueller] wants to speak through the complex, nuanced an… https://t.co/BAV2nzBb7F",10
517,".@NicolleDWallace: “Robert Mueller speaks for the very first time since his appointment two years ago, and his mess… https://t.co/aq7NyUFkch",10
518,"RT @MeetThePress: WATCH: Today, Robert Mueller increased the odds that impeachment may happen. #MTPDaily

@chucktodd: Mueller ""directly ref…",10
519,"Man who set himself on fire near White House has died, police say. https://t.co/c68c8tsnhg",10
520,"Rep. Krishnamoorthi on Mueller statement: ""You've got to surface more evidence and do the full investigation that w… https://t.co/GXTCeCbpG4",10
521,"RT @TheBeatWithAri: .@AriMelber goes ""digging in the crates"" in the Mueller report https://t.co/k4cHiMRHwH",10
522,"Ari Melber says the president's ""case is closed"" tweet is laughable, pointing out that the Mueller report states th… https://t.co/73pQtf3FSe",10
523,"RT @MSNBC: Programming Alert:

@MSNBC will re-air Special Counsel Mueller's entire statement at 3 p.m. ET with @AliVelshi. https://t.co/Str…",10
524,"Programming Alert:

@MSNBC will re-air Special Counsel Mueller's entire statement at 3 p.m. ET with @AliVelshi. https://t.co/StrYEQtlmk",10
525,NEW: Reporters were handed this statement from Special Counsel Mueller's Office following his public statement toda… https://t.co/HXHdYdyxMZ,10
526,A senior North Korean official who had been reported as purged over the failed nuclear summit with Washington was s… https://t.co/fSyfCZDUBG,10
527,WATCH: President Trump and First Lady Melania Trump participate in wreath laying ceremony at grave of the Unknown W… https://t.co/AuB0EXMLbU,10
528,RT @bbcweather: USA: Record-breaking heat will continue to bake the southeastern United States beyond the middle of the week. The highest t…,10
529,"2020 presidential candidate Pete Buttigieg is putting an ambitious, long-shot plan to reform the US Supreme Court f… https://t.co/4SrC3n2Gaw",10
530,"House Judiciary Cmte. Chairman Nadler: It falls to Congress to hold the president accountable, because US Justice D… https://t.co/4y9ESNzh86",10
531,"RT @TODAYshow: A formal tea with Prince Charles and Camilla, a state dinner with strict royal dining protocol and more.

Here’s what’s on P…",10
532,RT @TODAYshow: Today on TODAY: President Trump and first lady Melania Trump have arrived in Britain to begin a three-day state visit. They'…,10
533,"Jim Webb, a farmer 140 miles northeast of Panama City, said he lost all his vegetables and much of his cotton due t… https://t.co/TpEvbLX0Js",10
534,"“What can I say? I didn’t know that she was nasty,"" President Trump said of Meghan Markle in an interview with The… https://t.co/acq0TLsCOy",10
535,"“What can I say? I didn’t know that she was nasty,"" President Trump said of Meghan Markle in an interview with The… https://t.co/rfAj1e1M6H",10
536,"RT @HallieJackson: NEW / our @nbcnews team reporting inside the White House and Capitol: a somewhat muted response from the Team Trump, but…",10
537,"“What can I say? I didn’t know that she was nasty,"" President Trump said of Meghan Markle in an interview with The… https://t.co/DR0h4Jei0E",10
538,"Live now on @allinwithchris: 

Sen. Booker https://t.co/c3j1zBSf5t",10
539,".@MaddowBlog: It’s not just Pres. Trump: Mueller didn’t do Barr any favors, either. https://t.co/YyH5L83rJX",10
540,".@MaddowBlog: Stepping down, Robert Mueller delivers a message Pres. Trump didn’t want to hear. https://t.co/lrbTSXh2zl",10
541,"“What can I say? I didn’t know that she was nasty,"" President Trump said of Meghan Markle in an interview with The… https://t.co/vGO5JlYh70",10
542,"A wave of laws passed in 2019 puts a new spotlight on one of the most divisive issues in America: abortion. 

Here’… https://t.co/0hSVN9UsAs",10
543,RT @TODAYshow: Someone is waking up $344 million richer this morning in North Carolina after hitting the #Powerball jackpot! https://t.co/K…,10
544,A senior North Korean official who had been reported as purged over the failed nuclear summit with Washington was s… https://t.co/gluxbx868c,10
545,"“What can I say? I didn’t know that she was nasty,"" President Trump said of Meghan Markle in an interview with The… https://t.co/acLuWIb095",10
546,"A woman swept away by a waterfall was reaching for a branch, not taking photos as previously stated, authorities sa… https://t.co/DxRqGPkNov",10
547,"Rep. Swalwell says on @MeetThePress: ""Prepare for impeachment. That's what I've told my colleagues."" https://t.co/Fi5oeXj6lS",10
548,The last objection was voiced by Rep. John Rose who said the spending was “another act of irresponsible big governm… https://t.co/xXem1hcwsW,10
549,"Jim Webb, a farmer 140 miles northeast of Panama City, said he lost all his vegetables and much of his cotton due t… https://t.co/fJBNWIiYrp",10
550,RT @DeadlineWH: “Robert Mueller speaks for the very first time since his appointment two years ago...and his message could not have been cl…,10
551,"“What can I say? I didn’t know that she was nasty,"" President Trump said of Meghan Markle in an interview with The… https://t.co/dn56hdIuEF",10
552,RT @NBCPolitics: NEW: House Majority Whip Clyburn said Sunday that he believes President Trump will eventually be impeached by the US House…,10
553,"“What can I say? I didn’t know that she was nasty,"" President Trump said of Meghan Markle in an interview with The… https://t.co/k5Kw1Ba7QH",10
554,"The 12 people killed in the Virginia Beach shooting included decades-long employees of the city, according to offic… https://t.co/zI3p6LJfcC",10
555,"The 12 people killed in the Virginia Beach shooting included decades-long employees of the city, according to offic… https://t.co/jHtXejTnjw",10
556,"None of the abortion bans enacted this year have taken effect, and all are expected to face legal challenges that w… https://t.co/rnyheuUjSe",10
557,"RT @katieengelhart: What happens if #RoeVWade is overturned? We already have an idea. As more states restrict abortion access, people who n…",10
558,"Disney CEO says it will be ""difficult"" to film in Georgia if abortion ban takes effect: ""I think many people who wo… https://t.co/h5kOSC4o3p",10
559,"“What can I say? I didn’t know that she was nasty,"" President Trump said of Meghan Markle in an interview with The… https://t.co/ja6FcHKOez",10
560,"A high school teacher in Texas was put on leave after tweeting to President Trump that her school had been ""taken o… https://t.co/fUwgqHdqQH",10
561,"RT @BBCNorthAmerica: Parents in Silicon Valley are choosing schools that keep their kids away from the tech they helped create

This week,…",10
562,A handful of U.S. states — including some that will play big roles in the 2020 election — will feel the brunt of th… https://t.co/NUwqQ03c7L,10
563,A handful of U.S. states — including some that will play big roles in the 2020 election — will feel the brunt of th… https://t.co/Phamq8YEIk,10
564,A handful of U.S. states — including some that will play big roles in the 2020 election — will feel the brunt of th… https://t.co/tJamsMOYFF,10
565,An American man is among eight climbers who went missing while attempting to scale an unconquered peak in the remot… https://t.co/Pr5hnQicJx,10
566,An Indian rescue team has been sent to search for eight missing climbers who had been attempting to reach the secon… https://t.co/5YWcYWQP5g,10
567,“The dynamism of the news day is unlike anything that has ever existed in the history of cable news.” — @Lawrence… https://t.co/D8I1b03Dbj,10
568,"RT @bbcworldservice: Some girls can't afford sanitary pads when they have their period, so they end up missing school. Now, girls in Malawi…",10
569,"A high school teacher in Texas was put on leave after tweeting to President Trump that her school had been ""taken o… https://t.co/qFblOuGE6Y",10
570,A man who rushed the stage and grabbed the microphone away from Sen. Harris at a political forum on Saturday said h… https://t.co/cEivMuZc3g,10
571,Man whose wife has been missing for more than a week in the midst of a custody-and-divorce battle allegedly owes $1… https://t.co/cmphE3UTOf,10
572,RT @NBCNightlyNews: The Grand Canyon became a National Park in 1919 -- 100 years ago. The park will be marking its centennial with star par…,10
573,A man whose wife disappeared while they honeymooned at sea was sentenced by a federal judge to 8 years in prison fo… https://t.co/neZNQf2Snl,10
574,"Laquita C. Brown, also from Chesapeake, had been a right-of-way agent in the city's public works department for fou… https://t.co/m0BR8tduO7",10
575,"Robert ""Bobby"" Williams, from Chesapeake, Virginia, worked as a special projects coordinator in Virginia Beach's pu… https://t.co/8j7fzHEDEO",10
576,"US officials announce that the US has hit Venezuela’s state-owned oil company with sanctions, diverting ""any purcha… https://t.co/W4b4RGBarF",10
577,"The 12 people killed in the Virginia Beach shooting included decades-long employees of the city, according to offic… https://t.co/Z9ixHbBmyf",10
578,"RT @NBCNightlyNews: WATCH: @gabegutierrez tours Fort Smith, Arkansas, located along the river, where hundreds of homes are flooded.

Swelli…",10
579,".@ChrisStirewalt: ""Sessions was a fearless and relentless, in many ways, prosecutor of the president's agenda.""… https://t.co/yomuyofWQs",10
580,The US Navy has acknowledged that a request was made to hide the USS John S. McCain during President Trump's recent… https://t.co/qDdLQ4L3HW,10
581,The US Navy has acknowledged that a request was made to hide the USS John S. McCain during President Trump's recent… https://t.co/2hQj14Wc0H,10
582,"A high school teacher in Texas was put on leave after tweeting to President Trump that her school had been ""taken o… https://t.co/edU7kL4boM",10
583,"Opinion | Jessica Levinson: ""This is looking less and less like an ideological battle between conservative and libe… https://t.co/QRcHC05SCp",10
584,"Opinion | Jessica Levinson: ""This is looking less and less like an ideological battle between conservative and libe… https://t.co/AC3WJ6dgVf",10
585,"Opinion | Ani Bundel: 'Rocketman,' the new Elton John biopic, is a sparkly, musical and magical ride.… https://t.co/C5dMLwgWa3",10
586,"The delays come as 3 Republican lawmakers blocked votes to pass the bipartisan $19.1B disaster aid bill, most recen… https://t.co/wTeEi5xBwH",10
587,".@WillieGeist brings Bill Hader together with @dateline_keith: ""I was like, 'Aaaaaaahhhh.'"" https://t.co/vsuP9mDdm1",10
588,RT @maddow: Mueller today: “The Constitution requires a process other than the criminal justice system to formally accuse a sitting Preside…,10
589,An Arkansas police officer has been placed on administrative leave after a video showing him pointing a gun at a bl… https://t.co/Ugc8murbSl,10
590,RT @TODAYshow: There is a flood emergency across multiple southern states and evacuations are underway in Arkansas and Missouri. @gabegutie…,10
591,RT @MSNBC: Live coverage of the Virginia Beach mass shooting attack this morning on @MSNBC. https://t.co/ZYhpjqPqV6,10
592,"A high school teacher in Texas was put on leave after tweeting to President Trump that her school had been ""taken o… https://t.co/N2e8UpipLM",10
593,The U.S. Navy has acknowledged that a request was made to hide the USS John S. McCain during President Trump's rece… https://t.co/KxkyJIulYX,10
594,The U.S. Navy has acknowledged that a request was made to hide the USS John S. McCain during President Donald Trump… https://t.co/W3wLAH9dlD,10
595,Opinion | Ronda Racha Penrice: Ava DuVernay's harrowing Central Park Five series is a national call to action.… https://t.co/CNcl1w3NMe,10
596,"Opinion | Jeff McCausland: ""The armed forces offers much to its members. But what happens when some in the ranks be… https://t.co/WwMGZhNbRB",10
597,RT @BBCNews: Millie Bobby Brown: Bullies made me move school https://t.co/0Lf22Cf33V,10
598,WATCH: President Andrés Manuel López Obrador said he believes President Trump will realize import tariffs are not i… https://t.co/ks95TBJ9c4,10
599,"Opinion | Raya Salter: ""Climate change has made storms that used to be rare on the islands far more likely. Disaste… https://t.co/GbEO8sxhJr",10
600,"Opinion | Audra McDonald: ""For the children who are homeless merely because they are LGBTQ, because they have been… https://t.co/DBIx51AAyV",10
601,"Security stops, 911 calls, and other viral incidents are often dismissed as isolated examples of racial anxiety, bu… https://t.co/qIihxFfzlH",10
602,"A high school teacher in Texas was put on leave after tweeting to President Trump that her school had been ""taken o… https://t.co/YegKudjLgf",10
603,"Norsk Hydro, one of the world’s largest producers of aluminum, is battling Tuesday to contain a cyber attack that h… https://t.co/cF4nnHJxxQ",10
604,"Opinion | Rachel Laser: ""We are witnessing unprecedented attacks on the separation of church and state in this coun… https://t.co/Be1Yysq4L3",10
605,"Opinion | Jessica Levinson: ""This is looking less and less like an ideological battle between conservative and libe… https://t.co/9C7nndHtPK",10
606,"RT @SNPonMSNBC: ""We let him get away with naming people. I think it's time to start calling him 'Unindicted Donald.'""

-Fmr. Rep. Barney Fr…",10
607,"""All labor has dignity and the way we give labor dignity is by paying people the value and respect that they are wo… https://t.co/ovhkD1aEdT",10
608,A handful of U.S. states — including some that will play big roles in the 2020 election — will feel the brunt of th… https://t.co/HWz6wcd9PW,10
609,A handful of U.S. states — including some that will play big roles in the 2020 election — will feel the brunt of th… https://t.co/bsufG4yncs,10
610,"""We must take care of these families,"" Gov. Ralph Northam says during briefing on Virginia Beach mass shooting. ""Th… https://t.co/LCIaCJbJYz",10
611,"RT @NBCNews: Programming Alert:

@NBCNews will air a Special Report at 7:30 p.m. ET with the latest on the Virginia Beach mass shooting tha…",10
612,"Programming Alert:

@NBCNews will air a Special Report at 7:30 p.m. ET with the latest on the Virginia Beach mass s… https://t.co/PwHAEeEHyC",10
613,"RT @NBCNewsNow: BREAKING: Police: 11 victims killed in Virginia Beach mass shooting; the suspected shooter, who is also dead, was a current…",10
614,"RT @NBCNews: Police: The gunman, a longtime employee of public utilities, entered the bldg. and immediately began firing at victims on mult…",10
615,"Police: The gunman, a longtime employee of public utilities, entered the bldg. and immediately began firing at vict… https://t.co/fqXliqwYu3",10
616,"RT @NBCNews: @NBCNewsNow BREAKING: At least 11 killed and others injured in mass shooting at Virginia Beach municipal center, official says…",10
617,"LIVE on @NBCNewsNOW: Police hold news conference on mass shooting at a municipal center in Virginia Beach.

https://t.co/lGTau4N9EK",10
618,"RT @NBCNews: BREAKING: Sentara Hospitals on Virginia Beach shooting: 5 patients taken to Sentara Virginia Beach General Hospital, and 1 pat…",10
619,RT @WAVY_News: BREAKING: Spokesperson with Sentara hospitals confirms 1 victim is at Sentara Princess Anne Hospital and 1 victim is at Sent…,10
620,"RT @TODAYshow: Historic floodwaters are ravaging communities in the Midwest and South. With more levees in danger, new evacuations were iss…",10
621,U.S.-supplied humanitarian aid that was earmarked for Venezuelan opposition leader Juan Guaidó will now be distribu… https://t.co/hF6zHKFm9A,10
622,An Arkansas police officer has been placed on administrative leave after a video showing him pointing a gun at a bl… https://t.co/aKQXjRW3wd,10
623,RT @NBCNews: JUST IN: Judge on Friday temporarily blocked Missouri from taking action that would make the state the first in the US since R…,10
624,The tariffs would affect a range of products and industries. The top imports from Mexico include transportation equ… https://t.co/FjEJPnWANs,10
625,A handful of U.S. states — including some that will play big roles in the 2020 election — will feel the brunt of th… https://t.co/mtIvl2GmHQ,10
626,RT @NBCNews: A handful of U.S. states — including some that will play big roles in the 2020 election — will feel the brunt of the pain from…,10
627,A handful of U.S. states — including some that will play big roles in the 2020 election — will feel the brunt of th… https://t.co/VXnxJdyqX8,10
628,"Car buyers in the US could face substantial increases in the cost of not only Mexican-made vehicles, but those asse… https://t.co/KunkcpJzYj",10
629,.@MTPFirstRead: Pres. Trump's latest tariff threat undermines his own trade deal. https://t.co/ucGAbPncFD,10
630,"RT @NBCNightlyNews: NEXT WEEK: @LesterHoltNBC leads @NBCNews coverage of the 75th anniversary of #DDay, as well as President Trump's first…",10
631,RT @NBCNightlyNews: Hurricane Michael made landfall on the Florida Panhandle last October as a Category 5. Now as the 2019 hurricane season…,10
632,Opinion | Raya Salter: Hurricane season is starting. And Hawaii has more reasons than ever to worry. https://t.co/x0Qj3Suaym - @NBCNewsTHINK,10
633,Opinion | Meagan Francis: Spelling bees are outdated rituals that prioritize memorization over everything else.… https://t.co/5qvIQQlSgI,10
634,.@NBCNewsTHINK: Can your dog go vegan? Inquiring — and environmentally conscious — minds want to know. https://t.co/wJtVpAS6Ix,10
635,RT @NBCNewsPictures: see the 17 best photos of the week https://t.co/w64Jl9b2SY  @usarmy @b_smialowski #tornado #Japan #Trump https://t.co/…,10
636,"Photos show Tammy Lawrence-Daley’s bloodied, bruised and swollen face as she lay in a Dominican Hospital. When cont… https://t.co/8XBMA4IQRr",10
637,"Photos show Tammy Lawrence-Daley’s bloodied, bruised and swollen face as she lay in a Dominican Hospital. When cont… https://t.co/nawlwhY5aZ",10
638,"Photos show Tammy Lawrence-Daley’s bloodied, bruised and swollen face as she lay in a Dominican Hospital. When cont… https://t.co/UuOQ3XABSL",10
639,Man whose wife has been missing for more than a week in the midst of a custody-and-divorce battle allegedly owes $1… https://t.co/7EzcoSy9ZR,10
640,"President Trump tweets that the US will impose a 5% tariff June 10 on ""all goods"" coming into the US from Mexico un… https://t.co/TldcU7YVyo",10
641,"President Trump tweets that the US will impose a 5% tariff June 10 on ""all goods"" coming into the US from Mexico un… https://t.co/OwTnVZPNvo",10
642,"In the most extraordinary ending in the competition’s 94-year history, 6 boys and 2 girls aged from 12 to 14 were c… https://t.co/MFEQCOuJ9c",10
643,RT @TODAYshow: Major companies are rethinking filming in Georgia depending on what happens with the state’s abortion law. https://t.co/xmou…,10
644,"The cost of many popular prescription drugs has increased substantially in the US in the past 6 years, and the tren… https://t.co/FIykXygWF2",10
645,"Photos show Tammy Lawrence-Daley’s bloodied, bruised and swollen face as she lay in a Dominican Hospital. When cont… https://t.co/buDbTDLv8l",10
646,"Photos show Tammy Lawrence-Daley’s bloodied, bruised and swollen face as she lay in a Dominican Hospital. When cont… https://t.co/tbu8oh4mfn",10
647,"Photos show Tammy Lawrence-Daley’s bloodied, bruised and swollen face as she lay in a Dominican Hospital. When cont… https://t.co/2EijTS7cMz",10
648,"RT @11thHour: .@jmeacham: ""Basically our public life has become a bar fight, and who knew it would be the Stars Wars cantina bar fight?""
Wa…",10
649,.@MaddowBlog: Senate Majority Leader McConnell seeks contributions for his Supreme Court brazenness. https://t.co/6A5LViUa52,10
650,.@MaddowBlog: Senate Majority Leader McConnell seeks contributions for his Supreme Court brazenness. https://t.co/5lApOEbRTK,10
651,"Opinion | Robert Schlesinger: ""The Senate majority leader has been around Washington long enough and is smart enoug… https://t.co/iCK4MXQNHG",10
652,A South Dakota school district apologized to a Native American graduate who was forced to remove an eagle feather f… https://t.co/nD5eBjic0g,10
653,A South Dakota school district apologized to a Native American graduate who was forced to remove an eagle feather f… https://t.co/bAtvhvZwnn,10
654,"Photos show Tammy Lawrence-Daley’s bloodied, bruised and swollen face as she lay in a Dominican Hospital. When cont… https://t.co/ksfaBNLxcO",10
655,"Photos show Tammy Lawrence-Daley’s bloodied, bruised and swollen face as she lay in a Dominican Hospital. When cont… https://t.co/TlC3WquYxI",10
656,"Photos show Tammy Lawrence-Daley’s bloodied, bruised and swollen face as she lay in a Dominican Hospital. When cont… https://t.co/c2IRGFUEBb",10
657,RT @TODAYshow: Breaking: An out-of-control cruise ship slammed into a busy dock and a tourist boat on a Venice canal on Sunday. Italian med…,10
658,NEW: 16 women who trained to become FBI agents and analysts have come forward in a proposed class action lawsuit fi… https://t.co/9EdtUfR4U1,10
659,"RT @hardball: ""It's our job, our duty, and responsibility. Just like the Watergate class when they came in, they didn't run away from their…",10
660,"Visa overstays far exceed unauthorized border crossings, even as the Trump administration continues to push for bil… https://t.co/9NPhwq4oHp",10
661,"Opinion | Michael Conway: ""The former special counsel could not have been more explicit that it's up to Congress to… https://t.co/wrnmeQ9xhs",10
