,cluster no,tweet id,tweet
1184,1184,1,An unvaccinated student in Kentucky will get his day in court after suing because he can't participate in extracurr… https://t.co/Ykh5unc7A5
1185,1185,0,"President @realDonaldTrump called Tuesday’s midterm election results a “tremendous success”, as the Republicans mai… https://t.co/jiC7kZS3VR"
1186,1186,0,The Fox News Decision Desk can now project that Republican South Dakota Congresswoman @KristiNoem will defeat Democ… https://t.co/9jiNAostmT
1187,1187,0,".@NancyPelosi on Democrats gaining House control: ""A Democratic Congress will work for solutions that bring us toge… https://t.co/YHQlYLDYOR"
1188,1188,0,".@NancyPelosi on Dems taking control of the House: ""Today is more than about Democrats and Republicans, it's about… https://t.co/C1YCO1QTBQ"
1189,1189,0,"Ed Rendell: Democrats, you've won the House -- Don't just investigate, legislate! https://t.co/vUxYcC3pWD"
1190,1190,0,JUST IN: Republican Josh Hawley projected to defeat Sen. Claire McCaskill in Missouri Senate race.… https://t.co/otQUkqLdnA
1191,1191,0,"The Fox News Decision Desk projects that Idaho Lieutenant Governor Brad Little, a Republican, will defeat Democrat… https://t.co/yOnU2XwSyN"
1192,1192,0,"BREAKING: The Republicans are projected to maintain their party’s control of the Senate, a victory for President Tr… https://t.co/Ydj33tofeN"
1193,1193,0,"""The one thing I would love to see change in politics is it's gotten way too nasty on both sides.""

Republican… https://t.co/dEfLKiHtmN"
1194,1194,0,"""The economy is going very well right now— I don't want to do anything to mess that up.""

@SteveDoocy talks to vote… https://t.co/h4PaSEWHR5"
1195,1195,0,BREAKING: The Fox News Decision Desk projects that Democrats will take control of the House of Representatives for… https://t.co/lhG8lVv4MP
1196,1196,0,".@SteveScalise: ""To see our side showing up in large numbers too, that tells you that we're battling.""… https://t.co/S1sidmfJQf"
1197,1197,0,JUST IN: Democratic billionaire J.B. Pritzker projected to win Illinois governor’s race https://t.co/tH1ocNmSM1 https://t.co/cF8Up6htc0
1198,1198,0,"RT @FoxBusiness: Stocks rally as Americans vote
https://t.co/7dFedVBaR9"
1199,1199,0,Women poised to make history with 2018 midterm elections https://t.co/5MPr6Gl9ON
1200,1200,0,We are live now with a special Fox Nation Election Night livestream! Get instant opinion and unfiltered conversatio… https://t.co/VlPXdeZats
1201,1201,0,Key House races to watch in tonight’s midterms https://t.co/jMKBOuaXH1
1202,1202,0,".@brithume: No president in my memory, maybe if ever, has ever made himself as much the center of a midterm electio… https://t.co/Bkk1hDVja3"
1203,1203,0,.@Ocasio2018 calls question about how to pay for Medicare for all ‘puzzling’ https://t.co/Eo6SecYdoo
1204,1204,0,President @realDonaldTrump to watch #Midterms2018 results from the @WhiteHouse https://t.co/hU9LX7FPJ7 https://t.co/zeIGzPU6lS
1205,1205,0,".@BobbyJindal: “Going into this election, I think overall the Republicans have done a great job, and they deserve t… https://t.co/OwJxAGG8Yv"
1206,1206,0,RT @FoxBusiness: US midterms: Trump military funding on chopping block? https://t.co/fhZpw1v08V
1207,1207,0,".@BlakemanB: The 2018 midterm elections aren't just about candidates, they're also about respect, sovereignty, rule… https://t.co/fbhE1AVjgB"
1208,1208,0,"Across the country, voters headed to the polls Tuesday in one of the most high-profile midterm elections in years.… https://t.co/YQxwdiEYSg"
1209,1209,0,Celebrity midterm meltdowns: Stars take sides ahead of election night https://t.co/dRQLxarTmR
1210,1210,0,.@NancyPelosi: “I feel confident that we will win. It’s just a question of what the size of the victory is.” https://t.co/ikbXQTkB6e
1211,1211,0,"RT @foxnation: We're behind the scenes at the Fox Nation Election Experience tent. Check out the photos, then join us and become a #FoxNati…"
1212,1212,0,5 of the closest congressional races of the past 50 years https://t.co/vHIYnaoiDw
1213,1213,0,Uber and Lyft offer voters discounted rides to the polls https://t.co/OUF0fxsWiS
1214,1214,0,"Fuel tanker at Cleveland airport spills 5,500 gallons of jet fuel https://t.co/lh6wjtJfRU"
1215,1215,0,OPINION: @TheJuanWilliams: Don't like Trump? Vote for Democrats this Election Day (via @FoxNewsOpinion) https://t.co/WUUk5R4CIK
1216,1216,1,Apple’s Hollywood moment is here. The tech giant is expected to debut a video-streaming product at its highly antic… https://t.co/JqUmgilWq6
1217,1217,0,"AG races could swell army of lawyers suing Trump, as Dems vow to ‘take on’ president https://t.co/t9uXKGmGZI"
1218,1218,0,Election Day 2018: How astronauts vote when they're in space https://t.co/zL57V8P03i
1219,1219,0,Watch a preview of @MariaBartiromo's interview with @EricTrump on @FoxNation's 'The First Family' and get an in-dep… https://t.co/cnQPbJvpm3
1220,1220,0,Woman uses Tinder dating app to campaign for Democrats: 'It’s better than being on Tinder for real purposes' https://t.co/gdcNBxzboS
1221,1221,0,.@DarrellIssa: ”There’s no question that the Senate has not been willing to fill enough positions for the president… https://t.co/mFmmD50hCq
1222,1222,0,.@robertwolf32 on Democrats: “Health care is their main message.” @AmericaNewsroom https://t.co/F7mU4hCitx
1223,1223,0,OPINION: @JessicaTarlov: Midterm elections – Democrats' closing message is clear… Go vote! (via @FoxNewsOpinion) https://t.co/kfr0I0CSXd
1224,1224,0,"RT @FoxBusiness: .@EricTrump: ""This country's winning, we are winning as a nation again."" https://t.co/OgvVnHq6K4"
1225,1225,0,Markets open as investors brace for midterm election results @AmericaNewsroom https://t.co/rGg9X4ibvw
1226,1226,0,"RT @FoxBusiness: After midterms, stocks could pop 20% https://t.co/zMdvtfV1aQ"
1227,1227,0,OPINION: @LeslieMarshall: Midterm elections – These are the two things that get every voter to the polls (via… https://t.co/mAvJbbnVLr
1228,1228,0,".@EricTrump on @foxandfriends: Wages are going up, unemployment’s the lowest ever. Our country is doing awesome. https://t.co/90LQAFEXrm"
1229,1229,0,".@EricTrump on @foxandfriends: ""A lot of these races are very close. People have to get out and vote."" https://t.co/5kPHOjibYL"
1230,1230,0,".@EricTrump on @foxandfriends: ""Our economy is winning, our military is winning, our veterans are winning. We’re wi… https://t.co/dvHHmS95ZO"
1231,1231,0,.@kayleighmcenany on @foxandfriends: “There’s quantifiable change towards the Republican Party when the president g… https://t.co/llVycmkyEc
1232,1232,0,".@MZHemingway on @foxandfriends: “If you just go by history, what Democrats should expect to get tonight is 28 seat… https://t.co/PlMtvAa1HW"
1233,1233,0,Former NCAA champion golfer disqualified from LGPA qualifying event after mom moves her ball https://t.co/JKfrzHSpgv
1234,1234,0,Mom calls for BART to fire employee who turned away son who was short 40 cents https://t.co/b50nJe0mUA
1235,1235,0,".@jasoninthehouse on congressional Democrats: “They don’t have any policy to stand on, because the economy and the… https://t.co/Gol2wdeo9z"
1236,1236,0,".@jasoninthehouse: “What you don’t hear, interestingly enough, going into these final days of the election, you don… https://t.co/sO4ZBtLNZy"
1237,1237,0,.@jasoninthehouse on @NancyPelosi’s chance of regaining speaker’s gavel: “She has raised more money in the history… https://t.co/TY2UKZvDi4
1238,1238,0,"Election Day sees thunder, snow &amp; tornadoes in different parts of the US, @JaniceDean has this morning’s weather fo… https://t.co/lfwO1fLrfH"
1239,1239,0,.@kayleighmcenany on congressional midterm races: “President @realDonaldTrump has already made history should we ga… https://t.co/FtMJIXiJkc
1240,1240,0,.@kayleighmcenany: “We’re good in the Senate. There’s simply no doubt about that. I think we get to 55 if not great… https://t.co/DmHENa3f5B
1241,1241,0,'Soulless' teen who allegedly killed mom among ‘top 3 sociopaths’ sheriff says he’s ever encountered: report https://t.co/IaUKEF9ves
1242,1242,0,".@lizpeek: “When you get away from the sort of personality roughness and things that offend people, the truth is Pr… https://t.co/cQgoHXz5uG"
1243,1243,0,".@lizpeek on @POTUS and the midterms: “Honestly, he’s already won…Everyone expected this midterm election to be a c… https://t.co/pSjkKvhL0q"
1244,1244,0,"'Fortnite' partners with the NFL to bring team jerseys, gliders, more https://t.co/IIDP3abXFo"
1245,1245,0,Man shoots brother after argument over 'Tupperware-style dish': police https://t.co/MLwsKXschX
1246,1246,0,"What to watch for in today’s elections, @Garrett_FoxNews reports @FoxFriendsFirst https://t.co/yhUQ2A11Y5"
1247,1247,0,".@ericmetaxas: “Americans want their country back. They want their government to represent them, and they have felt… https://t.co/tgy249cyqS"
1248,1248,0,.@KatiePavlich on @POTUS’ focus on immigration: “When it comes to this argument that he is ‘fearmongering’ about il… https://t.co/KWPhGld03V
1249,1249,0,".@POTUS on economy: ""It was very bad when I took it over, and if we didn't open it up and cut regulations, the whol… https://t.co/Z0QYbdf6kx"
1250,1250,0,Get a better night's sleep with these expert tips https://t.co/mmpFXsdH5q
1251,1251,0,Burger King worker reportedly fired after racist rant https://t.co/Rqk76gS9hO
1252,1252,0,".@POTUS on border wall: ""People aren't going to come into our country without going through the legal process."" https://t.co/qCYqVb1pGZ"
1253,1253,0,".@POTUS: ""Catch and release, visa lottery — all of these laws are a disaster. We have the worst laws. We've got to… https://t.co/kBzXVYMRH5"
1254,1254,0,'SNL' Has Been 'Hijacked': Palin Sends Message to Lorne Michaels Over Mocking of Wounded Vet https://t.co/XTiilBkcMU
1255,1255,0,WATCH: Fmr. US attorney Preet Bharara discusses the ongoing legal investigations on the Trump administration despit… https://t.co/4f5vGBSTev
1256,1256,0,WATCH: @AliVelshi breaks down the ongoing investigations and legal cases related to President Trump. https://t.co/4YEJi5T5vI
1257,1257,0,Live on @MSNBC. https://t.co/eUFCq9IgML
1258,1258,0,"RT @TheBeatWithAri: On #TheBeat tonight, former Attorney General @EricHolder https://t.co/UtATMn2fDr"
1259,1259,0,"Reporter: Did this turn out to not be a witch hunt after all?

President Trump: ""It's lasted a long time. We're gla… https://t.co/rTMRk8PyMg"
1260,1260,0,RT @mitchellreports: .@johnpodesta joins #AMR @MSNBC now! Tune in!
1261,1261,0,"WATCH: @HallieJackson has the latest on what other investigations continue on the Trump administration. 

https://t.co/woxuTuIC3W"
1262,1262,0,".@HardballChris: ""I think the Democrats have got to win the election ... There's no more waiting around for 'Uncle… https://t.co/NDP35E6evu"
1263,1263,0,".@NicolleDWallace says on @Morning_Joe: ""Honestly, the collusion question is over. It's been asked and answered."" https://t.co/L7SVt0olSW"
1264,1264,0,".@JoeNBC: ""Some newspaper's headlines said, 'no collusion, no exoneration.' ... That's the headline that's going to… https://t.co/fsHUJQt39i"
1265,1265,0,"When state legislatures draw the boundary lines for voting districts, the majority party typically comes up with a… https://t.co/4EI4p6Lb4t"
1266,1266,0,"According to Monmouth University polling, 57 percent of voters want someone new in the White House in 2020, and 38… https://t.co/absfM2U5Ox"
1267,1267,0,“The dynamism of the news day is unlike anything that has ever existed in the history of cable news.” — @Lawrence… https://t.co/TtbDR91m74
1268,1268,0,"RT @TheBeatWithAri: ""This was government professionalism, this was prosecutorial rigor, this was an approach to public service that yes, op…"
1269,1269,0,RT @KasieDC: DNC Chair @TomPerez on the President: The question for me that remains is was he compromised? https://t.co/oF26IPbUkr
1270,1270,0,"RT @TheBeatWithAri: ""This letter is elegantly but brazenly devious""

AG Bill Barr ""has in effect, created headlines that will create a trap…"
1271,1271,0,Live now on @MSNBC. https://t.co/re5niqA7BM
1272,1272,0,".@AriMelber: AG Barr, who President Trump appointed, tried to declare that the president did not obstruct justice.… https://t.co/Lw9XCpKDez"
1273,1273,0,RT @AriMelber: Anchoring live in 6pm hour ET now on @MSNBC
1274,1274,0,"President Trump: ""It's a shame that our country had to go through this. To be honest, it's a shame that your presid… https://t.co/z5Y0UyXZRI"
1275,1275,0,"@KatyTurNBC President Trump: ""This was an illegal take down that failed."""
1276,1276,0,".@kwelkernbc: White House legal team is prepared to take a ""massive victory lap."" https://t.co/40729mLzlL"
1277,1277,0,@NBCNews @PeteWilliamsNBC https://t.co/4MIdywT4Sc
1278,1278,0,"@NBCNews @PeteWilliamsNBC AG Barr: ""The report does not recommend any further indictments, nor did the Special Coun… https://t.co/qAmniycSiZ"
1279,1279,0,"@NBCNews @PeteWilliamsNBC AG Barr: ""During the course of his investigation, the Special Counsel also referred sever… https://t.co/N4Rn02lwyK"
1280,1280,0,"@NBCNews @PeteWilliamsNBC Barr: ""As I have previously stated, however, I am mindful of the public interest in this… https://t.co/B3OfWx4VOi"
1281,1281,0,"@NBCNews @PeteWilliamsNBC BREAKING: AG Barr summary:

""Special Counsel did not find that the Trump campaign, or any… https://t.co/oawdZINSUx"
1282,1282,0,There are a lot of players to keep track of in the special counsel probe. Here's a guide. https://t.co/crwxfOTDuC
1283,1283,0,RT @KatyTurNBC: Join me and our @Msnbc team live right now. https://t.co/OqDvclRVjy
1284,1284,0,Analysis: Special Counsel Mueller’s decisions not to prosecute certain individuals could cover a massive category o… https://t.co/n4J7813Gqm
1285,1285,0,The Powerball jackpot has ballooned to $750 million after no ticket matched all 6 numbers in the most recent drawin… https://t.co/k3y4EODD63
1286,1286,0,Live now on @MSNBC. https://t.co/TAp46T72tl
1287,1287,0,Reworking the Electoral College might not change the results. https://t.co/ztkeVbXcR8
1288,1288,0,".@MaddowBlog: Pres. Trump eyes possible actions against comedy shows that hurt his feelings. 

https://t.co/SPGkdJad4s"
1289,1289,0,"RT @amjoyshow: .@kurtbardella: I think you'll see from #Democrats in the House... they do have the tools to, if the Justice Department and…"
1290,1290,0,Rescue helicopters evacuated more than 400 people from a luxury cruise ship that experienced engine failure on Satu… https://t.co/MDq1KCZHKX
1291,1291,0,On the go but don’t want to miss #GoodNewsRUHLES or #thing1thing 2? Try @TuneIn to listen to sharp journalism and c… https://t.co/qC8U5UJyhC
1292,1292,0,House Judiciary Cmte. member Rep. Lieu tells @MSNBC that House Democrats have sent document preservation letters to… https://t.co/covWlbdOrK
1293,1293,0,"RT @amjoyshow: TONIGHT, 6 PM ET on @MSNBC: @JoyAnnReid hosts a special one-hour program with continuing coverage of the #MuellerReport #rei…"
1294,1294,0,WATCH: House Judiciary Cmte. member Rep. Lieu tells @MSNBC that House Democrats have sent document preservation let… https://t.co/XobqnHLTBQ
1295,1295,0,"Justice Dept. official says goal of trying to release findings this weekends still holds, but it won't happen today… https://t.co/QgDWNmSvMs"
1296,1296,0,"RT @JuliaEAinsley: People are asking about reading the Barr letter while this guy carried on in the background. Yes it was aggravating, but…"
1297,1297,0,RT @UPonMSNBC: NBC's @GarrettHaake has the latest reaction from Congressional leadership to the #MuellerReport https://t.co/2KJqRpL7Ct
1298,1298,0,".@Maddow: ""Not since the 1700s has there been a high ranking government official who was investigated for potential… https://t.co/CzPrO2ysU0"
1299,1299,0,"""The idea that a president of the United States would willingly take the help of a hostile foreign power to get him… https://t.co/n7sjvVGERR"
1300,1300,0,"RT @11thHour: .@NicolleDWallace reacts to the #MuellerReport: ""We do know that the president intended to, attempted to obstruct justice...…"
1301,1301,0,"RT @MaddowBlog: To have there be a document produced that says what happened, now puts us on a totally different front in terms of what we…"
1302,1302,0,Now on @MSNBC https://t.co/NbJNeTKWld
1303,1303,0,Live now on @MSNBC https://t.co/s6fQhLrnih
1304,1304,0,"EPA administrator Andrew Wheeler says most of the threats from climate change are ""50 to 75 years out.""

Watch… https://t.co/kBix4PsLAi"
1305,1305,0,Now on @MSNBC https://t.co/xO2VP7lXr2
1306,1306,0,"RT @hardball: ""The idea that a President of the United States would willingly take the help of a hostile foreign power to get himself elect…"
1307,1307,0,"RT @Lawrence: Rachel &amp; I both had the night off tonight until we got the feeling it might be a big news night, so now we are both doing our…"
1308,1308,0,Live now on @MSNBC https://t.co/oNxvzza5hE
1309,1309,1,"RT @TheBeatWithAri: NEW: ""The key question is will Bill Barr live up to the commitment that he made to be as transparent as possible, which…"
1310,1310,0,Live now on @MSNBC https://t.co/89fRQynceg
1311,1311,0,"RT @TheBeatWithAri: ""It is one of the most momentous documents ever produced by any Federal official ever""

@neal_katyal who wrote the Spec…"
1312,1312,0,"RT @TheBeatWithAri: NEW: ""We need to know"" if Trump ""is acting out of the country's interest"" and  ""if we need to compel"" information from…"
1313,1313,0,Live now on @MSNBC https://t.co/NfO6eeXanr
1314,1314,0,JUST IN: Senior US law enforcement official with direct knowledge of the matter says that the Special Counsel's Off… https://t.co/qjsfeAfc5G
1315,1315,0,"""All we know is that it is over and he has brought this here. If there is any other prosecutions, those will have t… https://t.co/CnjwGbLkxP"
1316,1316,0,"“It makes it very hard for any Arab leader to endorse an upcoming peace plan.” 

- @mitchellreports analysis on Pre… https://t.co/fGR5ZY0wGy"
1317,1317,0,RT @mitchellreports: .@BeschlossDC: ...power between that power and either the president or those around him. That's something we haven't s…
1318,1318,0,"The Committee to Protect Journalists has published 'The Last Column,' a book featuring the final works of 24 journa… https://t.co/yFz24e0o2A"
1319,1319,0,"Watch @MSNBC on your AppleTV. 

Download the @MSNBC app on your device and watch more of your favorite shows. https://t.co/7cCMpiSvIr"
1320,1320,0,"“It’s a strange concept, that someone could get flagged for doing something out of the ordinary by doing one of the… https://t.co/37MGbYp9BH"
1321,1321,0,"""One of the main lessons of the Trump era is that shamelessness is a kind of political super power, but the more I… https://t.co/dKu5gYYABY"
1322,1322,0,"RT @hardball: ""Trump has betrayed workers ... he gives a tax cut to the richest people in the country, and then wants to raise the eligibil…"
1323,1323,0,"RT @TheBeatWithAri: ""These are two people who are naive and reckless because they have an extraordinary sense of self-importance""

""They ar…"
1324,1324,0,"The US military knew the flood risks at Nebraska's Offutt Air Force Base, but didn't act in time. https://t.co/tSpNcky2vC"
1325,1325,0,"RT @DeadlineWH: ""The nation's capital &amp; reporters who cover it resemble Vatican watchers, anxiously awaiting the white smoke signal to indi…"
1326,1326,0,Pentagon's inspector general formally opens investigation into a watchdog group's allegations that Acting Defense S… https://t.co/pEOrWRD1kz
1327,1327,0,‘Social media is the final frontier’ for conservatives' information bubble. https://t.co/6LlhhtYzVk
1328,1328,0,Reports say there is a sense of “cautious optimism” in the White House that the worst is over when it comes to the… https://t.co/VxHKQ9tgrv
1329,1329,0,RT @JoeNBC: Mika and I have been overwhelmed by the reaction @PeteButtigieg got after being on the show. The only other time in twelve year…
1330,1330,0,Can the president fix his poll numbers with women? https://t.co/tviFkLsMIe
1331,1331,0,".@Maddow: ""This isn't just Capitol Hill fighting as usual. This is an intentional standoff being mounted by this Wh… https://t.co/r8vv1vNAAR"
1332,1332,0,".@NBCNewsBETTER: Students who don't file the FAFSA forgo an average of $9,741 in assistance, according to a study p… https://t.co/xK6PWh0OBn"
1333,1333,0,"Buttigieg: ""When a president (who faked a disability in order to avoid serving) attacks a departed war hero, it’s f… https://t.co/JQjLjO9afw"
1334,1334,0,.@MeetThePress has been recognized with a Walter Cronkite Award for Excellence in TV Political Journalism for devot… https://t.co/p7Jj5W6BP5
1335,1335,0,"To prepare for this possibility, the British government has put some 3,500 military personnel on standby, and a cri… https://t.co/kc8h8v77AW"
1336,1336,0,"Many experts see a ""no-deal Brexit"" as a nightmare scenario that could blight the economy and bring shortages of fo… https://t.co/guAf1a7jtw"
1337,1337,0,Black women and the fight for abortion rights: How this brochure sparked the movement for reproductive freedom.… https://t.co/6JOp97vgAA
1338,1338,0,"But for Hyman there is a larger concern. “When you look at the dollars that are being generated, I think the barrie… https://t.co/oVsSxiOx1h"
1339,1339,0,Only the individuals who were immediately involved have been charged or fired from the numerous academic institutio… https://t.co/IJr4BIssfH
1340,1340,0,"Ross says that colleges and universities now face a larger cultural problem, as it has become acceptable to admit a… https://t.co/MIpY4CJMoh"
1341,1341,0,Now you can get a titanium Apple-branded credit card. https://t.co/PpjyUTGRw7
1342,1342,0,"But some note that academic institutions cannot micromanage their athletic departments.

“I don’t know how you oper… https://t.co/712rsOfTxZ"
1343,1343,0,"“One of the issues here is whether people at the top of the universities bear some responsibility,” says Kenneth Sh… https://t.co/NS6zwrzEZu"
1344,1344,0,But that is the reality of a college admissions bribery scandal that helped children of wealthy parents enter numer… https://t.co/082kzwhJ9r
1345,1345,0,"Frederick Joseph’s ""To Black Women With Love"" video project aims to honor, uplift, and affirm black women. -… https://t.co/i2kVvO4zAu"
1346,1346,0,“We have to create new realities and new possibilities to really instruct and inform through leadership and through… https://t.co/4BBKnpmt9H
1347,1347,1,"RT @SkyNewsWeather: Coastal gales and blustery showers will affect much of Scotland and parts of Northern Ireland, with the showers reachin…"
1348,1348,0,"What to clean if you only have 5, 10 or 20 minutes. https://t.co/EHllQuwJ7D - @NBCNewsBETTER"
1349,1349,0,Many female athletes struggle with eating disorders. These women want to change that. https://t.co/ZDt05GlNGB - @NBCNewsBETTER
1350,1350,0,"For decades, a sexual predator doctor groomed this community to believe he could do no wrong. https://t.co/qPIubArgwc"
1351,1351,0,"Social media linked to rise in mental health disorders in teens, survey finds https://t.co/9zSZPDcswu"
1352,1352,0,Celebrate both National Reading Month and Women’s History Month by reading memoirs written by Asian-American women.… https://t.co/fKDNmsNaSS
1353,1353,0,"14 in-demand jobs that pay over $100,000 and are hiring now. https://t.co/MrnowSxMPr - @NBCNewsBETTER"
1354,1354,0,RT @TODAYshow: “Would you acknowledge it is incorrect for the President to call this a total exoneration?” @savannahguthrie asks @PressSec…
1355,1355,0,"RT @TODAYshow: “Is he willing to, for example, waive any claim of executive privilege so that again, this could be made public?” @savannahg…"
1356,1356,0,"Editors found at least one glitch in each of the services, including two that could lead to a missed tax break.… https://t.co/tDWbGhe9uk"
1357,1357,0,"Names of medieval Serbian, Hungarian and Bulgarian knights were scrawled on the magazines of a rifle belonging to t… https://t.co/0VwG6bZ5a2"
1358,1358,0,Gloria Steinem talks new generation of feminist readers - @TODAYshow https://t.co/Xo1V00w98F
1359,1359,0,"Daily cannabis use, especially of the high potency strains, is linked to an increased risk of developing psychosis,… https://t.co/sB0aOc7jDQ"
1360,1360,0,"At the Safwan home in Beirut, we meet Mohamed and Maher, who tell the harrowing story of losing nearly their entire… https://t.co/EXIpiiE5AK"
1361,1361,1,Opinion | Ani Bundel: Why J.K. Rowling's continual character revisionism is getting old. https://t.co/awQRpUaLc7 - @NBCNewsTHINK
1362,1362,0,"""The Queen was challenging us to ‘think’ and ‘respect’ ourselves and to become better partners, better citizens and… https://t.co/pC8GUhGPRY"
1363,1363,0,The six deaths drew attention on social media and speculation among activists that something sinister was at play. https://t.co/drVdd42mEq
1364,1364,0,"People’s faces are being used without their permission, in order to power technology that could eventually be used… https://t.co/FnJthy89Z7"
1365,1365,0,Jasmine Crowe created Goodr to combat hunger. Drivers pick up food that otherwise would have been thrown out from A… https://t.co/puI6N2nk6j
1366,1366,0,Scientists warn seismic testing for oil and gas puts marine life at risk - @NBCNightlyNews https://t.co/r7e8EiOQSh
1367,1367,0,The real college crisis: Student debt drags down economy. https://t.co/TeTWGE8l6q
1368,1368,0,"Opinion | Amanda Lucidon: ""I still hear the first lady's voice in my head every time I am confronted with a challen… https://t.co/7fTg24KwdA"
1369,1369,0,“Justice is not a concept we read about in a book…Justice is about how much ladies get paid… Justice is about makin… https://t.co/BP26Pz58WF
1370,1370,0,"A new, large study finds that children who did not get childhood vaccines were more likely to be diagnosed with aut… https://t.co/QmID2eGq7l"
1371,1371,0,Scientists have developed a technique to give mice night vision. Here's what that means for humans. https://t.co/4uwluBvc9C - @NBCNewsMACH
1372,1372,0,Study of 100 million police traffic stops shows new evidence of racial bias.  https://t.co/C92YerLjdb
1373,1373,0,"Transgender men, eager to have biological kids, are freezing their eggs. https://t.co/Pa2CLBBHXZ - @NBCOUT"
1374,1374,0,A huge study suggests the Apple Watch can detect a worrisome irregular heartbeat at least sometimes — but experts s… https://t.co/qfFYJSA0Pc
1375,1375,0,LGBTQ United Methodist leaders gutted by church's anti-gay decision. https://t.co/kgCg9ZrzwN - @NBCOUT
1376,1376,0,"SPECIAL REPORT: Surprise medical bills lead to liens on homes and crippling debt. https://t.co/Cn0MHdHRGb

@NBCNews… https://t.co/HVWLa1bUHT"
1377,1377,0,"Opinion | Sady Doyle: ""We've created a system that is inherently rigged against some of the women whom we most need… https://t.co/1RYUh3X8In"
1378,1378,0,Striking photo shows all the bacteria on an 8-year-old's hand - @TODAYShow https://t.co/Yqv1Q9NDjt
1379,1379,0,https://t.co/VstVoFvPPx
1380,1380,0,"AG Barr: ""The report does not recommend any further indictments, nor did the Special Counsel obtain any sealed indi… https://t.co/PF6siTLK36"
1381,1381,0,"AG Barr: ""During the course of his investigation, the Special Counsel also referred several matters to other offices for further action."""
1382,1382,0,"Barr: ""As I have previously stated, however, I am mindful of the public interest in this matter. For that reason, m… https://t.co/YpXGNXSJHH"
1383,1383,0,"RT @NBCNews: @JuliaEAinsley @PeteWilliamsNBC Programming alert:

@NBCNews will air a Special Report soon, as AG Barr is expected to submit…"
1384,1384,0,What the world's happiest country can teach Americans. https://t.co/AooZUVWMFE - @NBCNewsBETTER
1385,1385,0,"What Uber did for cars, so Grindr did for hooking up. A decade after its release, @NBCOUT reflects on the impact Gr… https://t.co/xuooaiDZya"
1386,1386,0,"You found it on the side of the road and now, in more than two dozen states, you can eat it with a side of potatoes. https://t.co/7LYtb4a0lp"
1387,1387,0,Passengers aboard a cruise ship that experienced engine failure in stormy waters posted photos and video detailing… https://t.co/0JloQOfGu1
1388,1388,0,"Women’s pants, dresses, and clothing in general often don’t have pockets, or have fake pockets, and the history, ge… https://t.co/MzZPafg7OV"
1389,1389,0,'Meals under wheels': More states make it legal to eat roadkill https://t.co/dpTKkTB5oA
1390,1390,0,"One employee says the hardest part of working at one of these employers is ""taking advantage of all the benefits.""… https://t.co/dKKzDpUG6S"
1391,1391,0,"Dog walking injuries are on the rise, especially among women, new study finds - @TODAYShow https://t.co/DmxFOvx3Lb"
1392,1392,0,More adults in their 20s and 30s are being diagnosed with colorectal cancer. - @TODAYShow https://t.co/UiXw6Y1atb
1393,1393,0,Hundreds of passengers airlifted from stranded luxury cruise ship https://t.co/t3sKhgF2US
1394,1394,0,"""The huge story of having the first female referee at a playoff game just shows how far behind the NFL is. They're… https://t.co/0VxAC172m1"
1395,1395,0,"With employment authorization in limbo, H-4 and H-1B visa holders eye uncertain future. https://t.co/dXBuxkfC04"
1396,1396,0,"When Kheris Rogers was bullied for her skin color, she and her sister decided to start a t-shirt company with the m… https://t.co/PbrA9TADfx"
1397,1397,0,".@NBCNewsBETTER: “When women aren’t investing, it compounds the pay gap dramatically over time — women are on track… https://t.co/CsXKuvCGCM"
1398,1398,0,"As antibiotic-resistant bacteria become more common and more deadly, the solution to this relatively new problem ma… https://t.co/wl7jDQGDSV"
1399,1399,0,A new type of cholesterol-fighting drug led to “significantly lower” levels of LDL — the harmful type of cholestero… https://t.co/0smZHkvjSs
1400,1400,0,"Opinion | Suzanne Garment: ""It’s become clear that the problem of the Trump presidency is bigger and grimier than R… https://t.co/iWsdMV5Y1U"
1401,1401,0,"WATCH: It was an opportunity to empower female creators, and to allow women to meet, network, and share their exper… https://t.co/AX0jFITFB0"
1402,1402,0,"In two states that flipped from Democratic to Republican in the 2016 presidential race, the devastating floods are… https://t.co/k0iqNPWv9G"
1403,1403,0,"Jay-Z, Miley Cyrus, the Killers announced for Woodstock 50 https://t.co/xNNUwhILx5"
1404,1404,0,A Massachusetts man allegedly murdered his wife and three young children and then set his home on fire before killi… https://t.co/BCdxi770Wy
1405,1405,0,"Opinion | Anthea Butler: ""Isn’t it past time to more broadly consider women with gray hair just as sexy as men?""… https://t.co/oP9mzY4NRi"
1406,1406,0,"She calls herself the ""head lunch lady,"" but Betti Wiggins oversees a program that serves at least 300,000 meals ev… https://t.co/pRzP9dwgM4"
1407,1407,0,"CVS Pharmacy announced it will begin selling hemp-derived CBD products in 8 states. The items, such as cannabidiol-… https://t.co/VKdKcJTM3F"
1408,1408,0,https://t.co/r9LNRlUKkq
1409,1409,0,Puzzling number of men tied to Ferguson protests have died https://t.co/cby7BiYSd8
1410,1410,0,"In honor of #WomensHistoryMonth, @MSNBC highlights Shirley Chisholm, the first African American woman elected to Co… https://t.co/EkxoNdqGxa"
1411,1411,0,The life advice you need to hear from 11 inspiring women - @TodayShow #WomensHistoryMonth https://t.co/lr4heiWKeE
1412,1412,0,"The US was ranked 19th, down a notch from last year, on the UN's World Happiness Report. https://t.co/xZY84l5nOn"
