EventID	Description	Category
20074	"Nine female political prisoners,begin a hunger strike to protest their conditions in Tehran's Evin prison. "	"Law and crime"
20074	"Nine female political prisoners begin a hunger strike."	"Law and crime"
20074	" Iranian human rights lawyer Nasrin Sotoudeh"	"Law and crime"
20074	"Nine female political prisoners begin a hunger strike"	"Law and crime"
20074	"Nine female political prisoners, begin a hunger strike"	"Law and crime"
20074	"political prisoners, including Iranian human rights lawyer Nasrin Sotoudeh"	"Law and crime"
20074	" Iranian human rights lawyer Nasrin Sotoudeh"	"Law and crime"
20074	"female political prisoners on Hunger strike"	"Law and crime"
20074	"Nine female political prisoners begin a hunger strike to protest their conditions in Tehran's Evin prison. "	"Law and crime"
20074	"stike in tehran's evin prison"	"Law and crime"
20074	"Iranian human rights lawyer Nasrin Sotoudeh, begin a hunger strike "	"Law and crime"
20074	"Several Female Prisoners On Hunger Strike In Iran"	"Law and crime"
20074	"iran female"	"Law and crime"
20074	"prison"	"Law and crime"
20074	"Nine female political prisoners begin a hunger strike"	"Law and crime"
20075	"Sandusky scandal Graham Spanier"	"Law and crime"
20075	"Curley Schultz child abuse arrest"	"Law and crime"
20075	"Curley and retired Vice President Gary Schultz, "	"Law and crime"
20075	"spanier Penn state charges"	"Law and crime"
20075	"Charges of perjury and child endangerment, among others, are filed against former Penn State President Graham Spanier"	"Law and crime"
20075	"Penn State scandal involving imprisoned former football coach Jerry Sandusky"	"Law and crime"
20075	"Tim Curley and retired Vice President Gary Schultz"	"Law and crime"
20075	"the Penn State scandal "	"Law and crime"
20075	"Penn State scandal Jerry Sandusky"	"Law and crime"
20075	" football coach Jerry Sandusky"	"Law and crime"
20075	"Penn State scandal involving imprisoned former football coach Jerry Sandusky"	"Law and crime"
20075	"former Penn State President Graham Spanier "	"Law and crime"
20075	"Penn State scandal "	"Law and crime"
20075	"Penn State scandal involving imprisoned former football coach Jerry Sandusky"	"Law and crime"
20075	"Former Penn State president Spanier charged with perjury in Sandusky case"	"Law and crime"
20075	"Graham Spanier charged with penjury"	"Law and crime"
20075	"Penn State President Graham Spanier charges"	"Law and crime"
20075	"Ex-Penn State President Face Charges"	"Law and crime"
20075	"Jerry sandusky Graham spanier"	"Law and crime"
20075	"Penn State scandal"	"Law and crime"
20075	"Graham Spanier perjury child endangerment"	"Law and crime"
20075	"charge of former penn state preisdent"	"Law and crime"
20075	"penn state scandal child endangerment charges spanier curley schultz"	"Law and crime"
20075	" Penn State President Graham Spanier"	"Law and crime"
20075	"Charges of perjury and child endangerment  against former Penn State President Graham Spanier"	"Law and crime"
20075	" former Penn State President"	"Law and crime"
20075	"Charges of perjury and child endangerment are filed against former Penn State President Graham Spanier"	"Law and crime"
20075	"Penn State President Graham Spanier Charged perjury child endangerment"	"Law and crime"
20075	"penn state sandusky new charges for others"	"Law and crime"
20075	"Penn State sandusky child molester"	"Law and crime"
20075	"Charges of perjury and child endangerment."	"Law and crime"
20075	"r Penn State President Graham Spanier and two other administrators in connection with the Penn State scandal "	"Law and crime"
20075	"Charges of perjury Athletic Director Tim Curley and retired Vice President Gary Schultz."	"Law and crime"
20075	"child abuse charges."	"Law and crime"
20076	"A prison officer is killed in an ambush."	"Law and crime"
20076	"the Northern Ireland Prison Service to be killed"	"Law and crime"
20076	"prison officer is killed ambush Irish republicans"	"Law and crime"
20076	"A prison officer is killed in an ambush."	"Law and crime"
20076	"prison officer is killed Ireland "	"Law and crime"
20076	"Family of shot prison officer David Black 'devastated'"	"Law and crime"
20076	"prison official killed  on way to work"	"Law and crime"
20076	"news northern ireland"	"Law and crime"
20076	"David Black killed in M1 Motorway"	"Law and crime"
20076	"Prison officer is killed in an ambush by dissident Irish republicans"	"Law and crime"
20076	"prison officer murder in M1 motorway"	"Law and crime"
20076	"irish prison officer killed in ambush on motorway"	"Law and crime"
20076	"A prison officer is killed in an ambush by dissident Irish republicans "	"Law and crime"
20076	"Imagine you are trying to find information about the event described above"	"Law and crime"
20076	"ireland prison officer ambush m1"	"Law and crime"
20076	"Prison officer killed in Northern Ireland"	"Law and crime"
20076	"Irish prison officer murdered"	"Law and crime"
20076	"irish prison officer killed on road"	"Law and crime"
20076	"Prison Officer killed in Northern Ireland"	"Law and crime"
20076	"Prison officer killed by Irish republicans on M1"	"Law and crime"
20076	"Maghaberry Prison officer killing"	"Law and crime"
20076	"Officer Killer dissident Irish republicans motorway Maghaberry Prison"	"Law and crime"
20076	"prison officer is killed in an ambush by dissident Irish republicans "	"Law and crime"
20076	"Prison muder"	"Law and crime"
20076	"Prison officer is killed in an ambush by dissident Irish republicans"	"Law and crime"
20076	"Prison officer killed in Northern Ireland"	"Law and crime"
20076	" Irish republicans"	"Law and crime"
20076	"A prison officer is killed in an ambush"	"Law and crime"
20076	"A prison officer is killed in an ambush by dissident Irish republicans as he drive"	"Law and crime"
20076	"A prison officer is killed."	"Law and crime"
20076	"Irish Republicans kill prison officer"	"Law and crime"
20076	"A prison officer is killed in an ambush"	"Law and crime"
20076	"Police officer killed irish republicans maghaberry prison"	"Law and crime"
20077	"Michael Bloomberg endorses U.S. President Barack Obama over Mitt Romney,"	"Politics and elections"
20077	"ew York Mayor Michael Bloomberg endorses U.S. President Barack Obama over Mitt Romney,"	"Politics and elections"
20077	"New York Mayor Michael Bloomberg endorses U.S. President."	"Politics and elections"
20077	"New York Mayor Michael Bloomberg endorses U.S. President Barack Obama"	"Politics and elections"
20077	"Michael Bloomberg endorses U.S. President Barack Obama"	"Politics and elections"
20077	"Michael Bloomberg endorses Barack Obama"	"Politics and elections"
20077	"New York Mayor Michael Bloomberg endorses U.S. President Barack Obama over Mitt Romney"	"Politics and elections"
20077	"New York Mayor Michael Bloomberg endorses U.S. President Barack Obama over Mitt Romney."	"Politics and elections"
20077	"New York City Mayor Bloomberg endorses President Obama, citing climate change #Sandy"	"Politics and elections"
20077	"Hurricane Sandy and Climate Change"	"Politics and elections"
20077	"Bloomberg edorsement Obama president hurricane Sandy"	"Politics and elections"
20077	"New york mayor Presidential pick "	"Politics and elections"
20077	"Michael Bloomberg President Endorsement"	"Politics and elections"
20077	" Hurricane Sandy"	"Politics and elections"
20077	"Michael Bloomberg endorses U.S. President Barack Obama "	"Politics and elections"
20077	"New York Mayor Michael Bloomberg endorses U.S. President Barack Obama"	"Politics and elections"
20077	"climate change in the wake of Hurricane Sandy"	"Politics and elections"
20077	"Michael Bloomberg endorses U.S. President"	"Politics and elections"
20077	"Bloomberg endorses Obama"	"Politics and elections"
20077	"Michael Bloomberg endorses U.S. President Barack Obama over Mitt Romney,"	"Politics and elections"
20077	"Michael Bloomberg endorses U.S. President Barack Obama"	"Politics and elections"
20077	"Mayor Bloomberg endorses Obama Hurricane Sandy"	"Politics and elections"
20077	"New York Mayor Michael Bloomberg over Mitt Romney"	"Politics and elections"
20077	"Michael Bloomberg endorse Obama"	"Politics and elections"
20077	"New York Mayor Michael Bloomberg endorses U.S. President Barack Obama"	"Politics and elections"
20077	"Bloomberg endorses Obama due to sandy"	"Politics and elections"
20077	"Bloomberg Endorses Obama about Climate Change"	"Politics and elections"
20077	"Michael Bloomberg endorses U.S. President Barack Obama over Mitt Romney, "	"Politics and elections"
20077	"Micheal Bloomberg hurricane sandy"	"Politics and elections"
20077	"New York Mayor Michael Bloomberg endorses U.S. President Barack Obama over Mitt Romney."	"Politics and elections"
20077	"New York Mayor Michael Bloomberg endorses U.S. President Barack Obama over Mitt Romney."	"Politics and elections"
20077	"New York Mayor Michael Bloomberg endorses U.S. President Barack Obama over Mitt Romney"	"Politics and elections"
20077	"New York Mayor Michael Bloomberg endorses U.S. President Barack Obama over Mitt Romney."	"Politics and elections"
20077	"New York Mayor Michael Bloomberg endorses U.S. President Barack Obama over Mitt Romney"	"Politics and elections"
20077	"WHO ENDORSES WITH US  President Barack Obama over Mitt Romney?"	"Politics and elections"
20078	"Light from First Stars"	"Science and technology"
20078	"Astronomers detect what appears to be light from the first stars in the universe."	"Science and technology"
20078	"Astronomers detect what appears to be light from the first stars in the universe"	"Science and technology"
20078	"Astronomers first stars, 500 years after big bang "	"Science and technology"
20078	"Astronomers detect  light from the first stars"	"Science and technology"
20078	"what is  “big bang”.?"	"Science and technology"
20078	"Astronomers detect what appears to be light from the first stars in the universe "	"Science and technology"
20078	"earliest stars in the universe"	"Science and technology"
20078	"Stars present after big bang"	"Science and technology"
20079	"sectarian clashes between Buddhists and Rohingya "	"Armed conflicts and attacks"
20079	"Myanmar's sectarian clashes claim more lives"	"Armed conflicts and attacks"
20079	"Clashes between buddhist and rohingya muslims killing 64"	"Armed conflicts and attacks"
20079	"Latest round of sectarian clashes between Buddhists and Rohingya Muslims."	"Armed conflicts and attacks"
20079	"Buddhists Rohingya Muslims Burma"	"Armed conflicts and attacks"
20079	"sectarian clashes between Buddhists and Rohingya Muslims kill"	"Armed conflicts and attacks"
20079	"sectarian clashes between Buddhists and Rohingya"	"Armed conflicts and attacks"
20079	"Latest round of sectarian clashes between Buddhists and Rohingya Muslims kill at least 64"	"Armed conflicts and attacks"
20079	"buddhists Rohingya Muslims burma"	"Armed conflicts and attacks"
20079	"sectarian clashes between Buddhists and Rohingya Muslims"	"Armed conflicts and attacks"
20079	"Clash between Buddhists and Muslims in Burma"	"Armed conflicts and attacks"
20079	"Latest round of sectarian clashes between Buddhists and Rohingya Muslims."	"Armed conflicts and attacks"
20079	"Is there any person or peace keeping force not available in Burma to stop secterian clashes protecting for the loss of human life & property ?"	"Armed conflicts and attacks"
20079	"Myanmar's sectarian clashes"	"Armed conflicts and attacks"
20079	"sectarian clashes between Buddhists and Rohingya Muslims"	"Armed conflicts and attacks"
20079	"sectarian clashes between Buddhists and Rohingya"	"Armed conflicts and attacks"
20079	"clashes between muslims and buddhist"	"Armed conflicts and attacks"
20079	"Muslims Burma Rohingya"	"Armed conflicts and attacks"
20079	"clashes between Buddhists and Rohingya."	"Armed conflicts and attacks"
20079	"Latest round of sectarian clashes between Buddhists and Rohingya Muslims."	"Armed conflicts and attacks"
20079	"sectarian clashes between Buddhists and Rohingya Muslims "	"Armed conflicts and attacks"
20079	" Buddhists and Rohingya Muslims "	"Armed conflicts and attacks"
20080	"Two previous cease-fire attempts failed, and both the Syrian Army and rebels have hedged their commitment to this one."	"Armed conflicts and attacks"
20080	"Fighting in Syria."	"Armed conflicts and attacks"
20080	"Fighting in Syria continues as the ceasefire agreement "	"Armed conflicts and attacks"
20080	"Fighting in Syria,Lakhdar Brahimi,Muslim holiday of Eid al-Adha"	"Armed conflicts and attacks"
20080	"Fighting in Syria continues"	"Armed conflicts and attacks"
20080	"Fighting in Syria"	"Armed conflicts and attacks"
20080	"knowing about terrorism"	"Armed conflicts and attacks"
20080	"fighting in syria"	"Armed conflicts and attacks"
20080	"Fighting in Syria continues."	"Armed conflicts and attacks"
20080	"Lakhdar Brahimi Syria ceasefire Eid al-Adha"	"Armed conflicts and attacks"
20080	"Fighting syria UN envoy lakhdar brahimi eid holiday"	"Armed conflicts and attacks"
20080	"Palau votes in shadow of US election"	"Armed conflicts and attacks"
20080	"eid al-adha ceasefire "	"Armed conflicts and attacks"
20080	"eid al-adha ceasefire "	"Armed conflicts and attacks"
20080	"syria u.n"	"Armed conflicts and attacks"
20080	"Fighting in Syria continues as the ceasefire agreement mediated by U.N. special envoy Lakhdar Brahimi to occur during the Muslim holiday of Eid al-Adha begins. "	"Armed conflicts and attacks"
20080	"Fighting in Syria on Eid al-Adha"	"Armed conflicts and attacks"
20080	"Fighting in Syria continues"	"Armed conflicts and attacks"
20080	"Syria continues as the ceasefire"	"Armed conflicts and attacks"
20080	"Syria continues as the ceasefire"	"Armed conflicts and attacks"
20081	"car bombing in damascus"	"Armed conflicts and attacks"
20081	" car bomb explodes in the capital Damascus"	"Armed conflicts and attacks"
20081	"A car bomb explodes in the capital Damascus, killing an unknown number of people and injuring many."	"Armed conflicts and attacks"
20081	"explodes in the capital Damascus,"	"Armed conflicts and attacks"
20081	"Bomb blast kills people in Damascus"	"Armed conflicts and attacks"
20081	"bomb in the capital Damascus"	"Armed conflicts and attacks"
20081	"car bomb explodes in the capital Damascus"	"Armed conflicts and attacks"
20081	"car bomb damascus "	"Armed conflicts and attacks"
20081	"boming in Damascus"	"Armed conflicts and attacks"
20081	"car bomb explodesDamascus"	"Armed conflicts and attacks"
20081	"car bomb damascus"	"Armed conflicts and attacks"
20081	" explodes in the capital Damascus"	"Armed conflicts and attacks"
20081	"Damascus car bomb shatters Syria truce"	"Armed conflicts and attacks"
20081	"A car bomb explodes in the capital Damascus, killing an unknown number of people and injuring many. "	"Armed conflicts and attacks"
20081	"Damascus Bombing"	"Armed conflicts and attacks"
20081	"car bomb explodes in Damascus"	"Armed conflicts and attacks"
20081	"A car bomb explodes in the capital Damascus, killing an unknown number of people and injuring many. "	"Armed conflicts and attacks"
20081	"Car bomb kills unknown number in damascus"	"Armed conflicts and attacks"
20081	"A car bomb explodes in the capital Damascus."	"Armed conflicts and attacks"
20081	"car bomb explodes in the capital Damascus"	"Armed conflicts and attacks"
20081	"car bomb explodes in the capital Damascus"	"Armed conflicts and attacks"
20081	"bomb explosion in the capital damascus"	"Armed conflicts and attacks"
20081	"damascus car bomb"	"Armed conflicts and attacks"
20081	"car bomb explodes in the capital Damascus"	"Armed conflicts and attacks"
20081	"car bomb explodes in the capital Damascus"	"Armed conflicts and attacks"
20082	"suicide bombing in maymana mosque"	"Armed conflicts and attacks"
20082	"A suicide bombing at a mosque in Maymana, Afghanistan,"	"Armed conflicts and attacks"
20082	"A suicide bombing at a mosque in Maymana."	"Armed conflicts and attacks"
20082	"Maymana, Afghanistan suicide bombing "	"Armed conflicts and attacks"
20082	"suicide bombing at a mosque in Maymana"	"Armed conflicts and attacks"
20082	" suicide bombing at a mosque in Maymana"	"Armed conflicts and attacks"
20082	"Sucide bombing at mosque maymana afganistan killed 41"	"Armed conflicts and attacks"
20082	" what happen maymana, afghanistan people kills"	"Armed conflicts and attacks"
20082	"A suicide bombing at a mosque in Maymana, Afghanistan, kills at least 41 peoples"	"Armed conflicts and attacks"
20082	"suicide bombing at a mosque in Maymana, Afghanistan, kills at least 41"	"Armed conflicts and attacks"
20082	"Maymana mosque bombing"	"Armed conflicts and attacks"
20082	"suicide bombing at a mosque in Maymana, Afghanistan"	"Armed conflicts and attacks"
20082	"suicide bomb mosque maymana afghanistan"	"Armed conflicts and attacks"
20082	"Suicide bombing at a mosque in Maymana"	"Armed conflicts and attacks"
20082	"mosque bombing in Afghanistan"	"Armed conflicts and attacks"
20082	"Mosque suicide bombing Afghanistan"	"Armed conflicts and attacks"
20082	"A suicide bombing at a mosque in Maymana"	"Armed conflicts and attacks"
20082	"Suicide bombing at Afghanistan"	"Armed conflicts and attacks"
20082	"Afghan Mosque suicide bomb attack"	"Armed conflicts and attacks"
20082	"suicide bombing at a mosque in Maymana"	"Armed conflicts and attacks"
20082	"A suicide bombing in Maymana"	"Armed conflicts and attacks"
20082	"Suicide bombing at a mosque in Maymana"	"Armed conflicts and attacks"
20082	"suicide bombing at a mosque in Maymana"	"Armed conflicts and attacks"
20082	"Afghanistan mosque suicide bomb attack"	"Armed conflicts and attacks"
20082	"suicide bombing at a mosque in Maymana"	"Armed conflicts and attacks"
20082	"Afghanistan mosque suicide bomb attack kills  41"	"Armed conflicts and attacks"
20082	"suicide bombing at Maymana, Afghanistan"	"Armed conflicts and attacks"
20082	"Maymana Afghanistan mosque bomb"	"Armed conflicts and attacks"
20082	"suicide bombing at a mosque in Maymana, Afghanistan"	"Armed conflicts and attacks"
20082	"Suicide bombing Maymana"	"Armed conflicts and attacks"
20082	"suicide bombing at a mosque in Maymana, Afghanistan"	"Armed conflicts and attacks"
20082	"mosque in Maymana who is?"	"Armed conflicts and attacks"
20082	"A suicide bombing at a mosque in Maymana, Afghanistan"	"Armed conflicts and attacks"
20082	"A suicide bombing at a mosque in Maymana, Afghanistan"	"Armed conflicts and attacks"
20083	"javier marias reject spanish novel prize"	"Arts and culture"
20083	"is this acceptable?"	"Arts and culture"
20083	"Spanish government's National Novel Prize"	"Arts and culture"
20083	"Writer javier marias rejects national novel price"	"Arts and culture"
20083	"who reject Writer Javier Marías rejects the Spanish government's National Novel Prize, awarded"	"Arts and culture"
20083	"spanish novel prize rejected"	"Arts and culture"
20084	"China blocks the website of the New York Times."	"Law and crime"
20084	"China Blocks New York Times"	"Law and crime"
20084	"China blocks website New York Times"	"Law and crime"
20084	"China blocks the website of the New York Times."	"Law and crime"
20084	"China blocks the website of the New York Times"	"Law and crime"
20084	" New York Times and searches "	"Law and crime"
20084	"China blocks the website"	"Law and crime"
20084	"China blocks the website of the New York Times."	"Law and crime"
20084	"New York Times website blocks"	"Law and crime"
20084	"which country block  the website of the New York Times and searches on social media?"	"Law and crime"
20084	"China blocks the website of the New York Times"	"Law and crime"
20084	"China blocks the website of the New York Times."	"Law and crime"
20084	"China blocks the website of the New York Times"	"Law and crime"
20084	" New York Times and searches on social media"	"Law and crime"
20084	"What is the name of China's most popular internet search engine ?"	"Law and crime"
20084	"china blocks new york times website premier wen jiabao"	"Law and crime"
20084	"China NYT Premier Wen Jiabao"	"Law and crime"
20084	"china blocks new york times site jiabao"	"Law and crime"
20084	" finances of Premier Wen Jiabao."	"Law and crime"
20084	"China blocks the website of the New York Times."	"Law and crime"
20084	"China new york times website blocked premier wen jiabao"	"Law and crime"
20084	"China blocks the website of the New York Times "	"Law and crime"
20084	"China blocks the website of the New York Times and searches on social media"	"Law and crime"
20084	"new York times wen jiabao"	"Law and crime"
20085	"Russian leftist protest leader Sergei Udaltsov"	"Law and crime"
20085	"Sergei Udaltsov is charged with plotting"	"Law and crime"
20085	"sergei udaltsov charged with mass disorder"	"Law and crime"
20085	"Sergei Udaltsov conviction"	"Law and crime"
20085	"sergei udaltsov"	"Law and crime"
20085	"Russia charges dissenter Sergei Udaltsov in crackdown"	"Law and crime"
20086	"italian prime minister sentenced prison"	"Law and crime"
20086	"Prime Minister Silvio Berlusconi is sentenced to four years "	"Law and crime"
20086	"Former Italian Prime Minister Silvio Berlusconi"	"Law and crime"
20086	"Former Italian Prime Minister Silvio."	"Law and crime"
20086	"Silvio Berlusconi sentencing fraud"	"Law and crime"
20086	"fraud of italian prime minister"	"Law and crime"
20086	"Italian Prime Minister Silvio Berlusconi is sentenced "	"Law and crime"
20086	"Italian Prime Minister Silvio Berlusconi is sentenced"	"Law and crime"
20086	"Silvio Berlusconi is sentenced to four years imprisonment "	"Law and crime"
20086	"Italian Prime Minister Fraud"	"Law and crime"
20086	"Minister Silvio Berlusconi is sentenced"	"Law and crime"
20086	"Silvio Berlusconi's imprisonment "	"Law and crime"
20086	"Italian prime minister prision"	"Law and crime"
20086	"Silvio Berlusconi  Fiscal Fraud"	"Law and crime"
20086	"Prime Minister Silvio Berlusconi imprisonment"	"Law and crime"
20086	"Silvio Berlusconi is sentenced to four years imprisonment "	"Law and crime"
20086	" Minister Silvio Berlusconi"	"Law and crime"
20086	"italian pm silio berlusconi imprisonment"	"Law and crime"
20086	"Prime Minister Silvio Berlusconi sentenced"	"Law and crime"
20086	"Former Italian Prime Minister Silvio Berlusconi is sentenced to four years "	"Law and crime"
20086	"Former Italian Prime Minister Silvio Berlusconi is sentenced"	"Law and crime"
20086	"Silvio Berlusconi fraud and imprisonment"	"Law and crime"
20086	"Former Italian Prime Minister Silvio Berlusconi has been sentenced to four years in prison for tax fraud."	"Law and crime"
20086	"Former Italian Prime Minister sentenced to jail"	"Law and crime"
20086	"Berlusconi imprisionment fiscal fraud"	"Law and crime"
20086	"Silvio Berlusconi is sentenced"	"Law and crime"
20086	"Silvio Berlusconi is sentenced to four years "	"Law and crime"
20086	"italian prime minister"	"Law and crime"
20086	"silvio berlusconi prison fiscal fraud"	"Law and crime"
20086	"Italian Prime Minister Silvio Berlusconi is sentenced to four years imprisonment "	"Law and crime"
20086	"silvio berlusconi's jail sentence"	"Law and crime"
20086	"how many years get Former Italian Prime Minister Silvio Berlusconi is sentenced in fiscal fraud?"	"Law and crime"
20086	"Former Italian Prime Minister Silvio Berlusconi sentenced "	"Law and crime"
20086	"Silvio Berlusconi is sentenced to four years imprisonment for fiscal fraud."	"Law and crime"
20087	"Chinese politician Bo Xilai is stripped of his membership."	"Politics and elections"
20087	"Chinese politician Bo Xilai is stripped of his membership of the National People's Congress. "	"Politics and elections"
20087	"Chinese politician Bo Xilai."	"Politics and elections"
20087	"Bo Xilai is stripped of his membership of the National People's Congress. "	"Politics and elections"
20087	" Bo Xilai stripped of membership"	"Politics and elections"
20087	" Bo Xilai is stripped of his membership of the National People's Congress."	"Politics and elections"
20087	"Bo Xilai expelled from parliament"	"Politics and elections"
20087	"Chinese politician bo xilai stripped national people congress"	"Politics and elections"
20087	"which politician Bo Xilai is stripped of his membership of the National People's Congress."	"Politics and elections"
20087	"Chinese politician Bo Xilai"	"Politics and elections"
20087	"Why it is being speculated that Bo might get the death sentence."	"Politics and elections"
20087	"Bo Xilai membership taken"	"Politics and elections"
20087	"Bo Xilai is stripped of his membership "	"Politics and elections"
20087	"Bo Xilai is stripped of his membership"	"Politics and elections"
20087	"Chinese politician Xilai stripped Congress"	"Politics and elections"
20087	"Bo Xilai of National People's Congress"	"Politics and elections"
20087	"Bo Xilai is stripped of his membership of the National People's Congress"	"Politics and elections"
20087	"termination of Bo Xilai's post"	"Politics and elections"
20087	"what is bo xillai"	"Politics and elections"
20087	"China's parliament expels Bo Xilai "	"Politics and elections"
20087	"Chinese politician Bo Xilai is stripped of his membership."	"Politics and elections"
20087	"Chinese politician Bo Xilai is stripped of his membership."	"Politics and elections"
20087	"Chinese politician Bo Xilai stripped of his membership "	"Politics and elections"
20087	"Chinese politician Bo Xilai is stripped of his membership of the National People's Congress"	"Politics and elections"
20087	"Chinese politician bo xilia stripped of national people congress"	"Politics and elections"
20087	"Chinese politician Bo Xilai"	"Politics and elections"
20088	"N and Arab League special envoy Lakhdar Brahimi meets with Syrian Foreign Minister Walid Muallem"	"Armed conflicts and attacks"
20088	"Lakhdar Brahimi meets Walid Muallem for temporary ceasefire"	"Armed conflicts and attacks"
20088	" Lakhdar Brahimi Syrian Foreign Minister Walid Muallem  ceasefire "	"Armed conflicts and attacks"
20088	"lakhdar brahimi and walid muallem meet to discuss ceasefire"	"Armed conflicts and attacks"
20088	"Brahimi discusses ceasefire in Damascus"	"Armed conflicts and attacks"
20088	"Lakhdar Brahimi meets with Syrian Foreign Minister."	"Armed conflicts and attacks"
20088	"UN and Arab League."	"Armed conflicts and attacks"
20088	"temporary ceasefire during next week"	"Armed conflicts and attacks"
20088	"UN and Arab League special envoy Lakhdar Brahimi meets with Syrian Foreign Minister"	"Armed conflicts and attacks"
20088	"damascus un brahimi syria muallem ceasefire"	"Armed conflicts and attacks"
20088	"Lakhdar Brahimi meets with Syrian Foreign Minister Walid Muallem"	"Armed conflicts and attacks"
20088	"Arab League envoy meets Syrian Foreign Minister"	"Armed conflicts and attacks"
20088	"UN and Arab League special envoy Lakhdar Brahimi meets with Syrian Foreign Minister Walid Muallem"	"Armed conflicts and attacks"
20088	"Lakhdar Brahimi meets with Syrian Foreign Minister "	"Armed conflicts and attacks"
20088	"why was meet UN and Arab League special envoy Lakhdar Brahimi meets with Syrian Foreign Minister Walid Muallem in Damascus "	"Armed conflicts and attacks"
20088	"Brahimi meets Walid Muallem"	"Armed conflicts and attacks"
20088	" Lakhdar Brahimi meets with Syrian Foreign Minister Walid Muallem"	"Armed conflicts and attacks"
20088	"Brahimi meets with Syrian Foreign Minister Walid Muallem"	"Armed conflicts and attacks"
20088	"UN and Arab League special envoy Lakhdar Brahimi meets with Syrian Foreign Minister "	"Armed conflicts and attacks"
20088	"a temporary ceasefire during Eid al-Adha holiday."	"Armed conflicts and attacks"
20088	"UN and Arab League special envoy Lakhdar Brahimi meets with Syrian"	"Armed conflicts and attacks"
20088	"Brahimi discusses ceasefire in Damascus"	"Armed conflicts and attacks"
20088	"temporary ceasefire next week's eid al-adha holiday"	"Armed conflicts and attacks"
20088	"easefire during  Eid al-Adha holiday."	"Armed conflicts and attacks"
20088	"Lakhdar Brahimi meets Walid Muallem"	"Armed conflicts and attacks"
20088	"Lakhdar Brahimi meets with Syrian Foreign Minister"	"Armed conflicts and attacks"
20088	"envoy Lakhdar Brahimi meets with Syrian Foreign Minister"	"Armed conflicts and attacks"
20088	"lakhdar brahimi meets syrian foreign minister to request temporary ceasefire "	"Armed conflicts and attacks"
20088	"ceasefire"	"Armed conflicts and attacks"
20088	"UN and Arab League special envoy Lakhdar Brahimi meets with Syrian Foreign Minister Walid Muallem"	"Armed conflicts and attacks"
20088	"ceasefire Eid al Adha holiday"	"Armed conflicts and attacks"
20089	"ibrahim captured"	"Armed conflicts and attacks"
20089	" Gaddafi's former spokesman, Moussa Ibrahim, has reportedly been captured"	"Armed conflicts and attacks"
20089	" Muammar Gaddafi's former spokesman Moussa Ibrahim"	"Armed conflicts and attacks"
20089	"Arrest of Gaddafi's spokesman Libya"	"Armed conflicts and attacks"
20089	" Muammar Gaddafi's former spokesman Moussa Ibrahim"	"Armed conflicts and attacks"
20089	"Authorities tripoli muammar gaddafi spokesman moussa ibrahim"	"Armed conflicts and attacks"
20089	"Former Gadhafi spokesman captured "	"Armed conflicts and attacks"
20089	"Muammar Gaddafi's spokeman Moussa Ibrahim captured"	"Armed conflicts and attacks"
20089	"capture of Muammar Gaddafi's former spokesman Moussa Ibrahim "	"Armed conflicts and attacks"
20089	"ormer Gadhafi spokesman captured"	"Armed conflicts and attacks"
20089	"Capture of  Moussa Ibrahim."	"Armed conflicts and attacks"
20089	"Authorities in Tripoli announce the capture of Muammar Gaddafi's former spokesman "	"Armed conflicts and attacks"
20089	"Capture of  Moussa Ibrahim."	"Armed conflicts and attacks"
20089	"Moussa Ibrahim captured in Libya"	"Armed conflicts and attacks"
20089	"Libya gov't says former Gaddafi spokesman captured"	"Armed conflicts and attacks"
20089	"Moussa Ibrahim"	"Armed conflicts and attacks"
20089	" capture of Muammar Gaddafi"	"Armed conflicts and attacks"
20089	""Moussa Ibrahim has been arrested "	"Armed conflicts and attacks"
20089	"capture of Moussa Ibrahim"	"Armed conflicts and attacks"
20089	"gaddafi spokesman captured"	"Armed conflicts and attacks"
20089	"Capture of muammar gaddaffi's former spokerman"	"Armed conflicts and attacks"
20089	"capture of Muammar Gaddafi's former spokesman Moussa Ibrahim"	"Armed conflicts and attacks"
20090	"Khamis Gaddafi."	"Armed conflicts and attacks"
20090	"Khamis Gaddafi."	"Armed conflicts and attacks"
20090	"Khamis Gaddafi son of muammar gaddafi killed 29 year old civil war"	"Armed conflicts and attacks"
20090	"Knamis gaddafi's death in bani walid"	"Armed conflicts and attacks"
20090	"youngest son of Muammar Gaddafi,"	"Armed conflicts and attacks"
20090	" Khamis Gaddafi was killed"	"Armed conflicts and attacks"
20090	"the youngest son of Muammar Gaddafi, was killed during the fighting in Bani Walid"	"Armed conflicts and attacks"
20090	"Khamis Gaddafi killed Bani Walid"	"Armed conflicts and attacks"
20090	"gaddafi son killed"	"Armed conflicts and attacks"
20090	"death of Khamis Gaddafi"	"Armed conflicts and attacks"
20091	"un plans against congo's M23 rebel movements"	"Armed conflicts and attacks"
20091	"The United Nations Security Council announces plans to impose sanctions on the leaders of Democratic Republic of the Congo's M23 rebel movement due to violations of an arms embargo. "	"Armed conflicts and attacks"
20091	"United Nations Security Council announces plans "	"Armed conflicts and attacks"
20091	" impose sanctions Democratic Republic of the Congo's"	"Armed conflicts and attacks"
20091	"Congo's M23 rebel movement"	"Armed conflicts and attacks"
20091	"UN to sanction  Congo's M23 rebels"	"Armed conflicts and attacks"
20091	"United Nations Security Council announces plans to impose sanctions on the leaders of Democratic Republic of the Congo's M23 rebel movement "	"Armed conflicts and attacks"
